,Image,F1,Jaccard,Recall,Precision
174,1382.png,0.9417052574230453,0.8898326898326898,0.9707947205841055,0.91430838402539
175,1627.png,0.7766323024054983,0.6348314606741573,0.8670076726342711,0.7033195020746889
176,730.png,0.973308504034761,0.9480048367593712,0.9830721003134796,0.9637369391518131
177,3446.png,0.912534435261708,0.8391386953768207,0.8691374221056084,0.9604929322218195
178,1190.png,0.9763991908293999,0.9538866930171278,0.9905595840744288,0.9626379470815051
179,2440.png,0.046591466405100534,0.023851368315340196,0.023851368315340196,1.0
180,2619.png,0.9424393855265594,0.8911445572278613,0.9414519906323185,0.9434288537549407
181,470.png,0.959349593495935,0.921875,0.9470304975922953,0.9719934102141681
182,2188.png,0.9213836477987422,0.8542274052478134,0.8932926829268293,0.9512987012987013
183,3784.png,0.5447098976109215,0.37429643527204504,0.9322429906542056,0.38476374156219867
184,21.png,0.9130330040953988,0.8399822695035462,0.9688139059304703,0.8633257403189066
185,2673.png,0.9152542372881357,0.84375,0.8762677484787018,0.9578713968957872
186,577.png,0.9757888159950017,0.9527222815311881,0.9689778191406856,0.9826962403649521
187,3392.png,0.9356425058798374,0.8790678987545198,0.9435101336783096,0.9279050042408821
188,99.png,0.0,0.0,0.0,0.0
189,516.png,0.8725594604188853,0.7739294710327456,0.9943365695792881,0.7773561037318153
190,396.png,0.8115079365079366,0.6828046744574291,0.7857829010566763,0.838974358974359
191,3896.png,0.33921901528013587,0.20425270905745246,0.9550669216061185,0.20623451692815856
192,810.png,0.8251851851851851,0.7023959646910467,0.9086460032626428,0.7557666214382632
193,2846.png,0.968998306630194,0.9398610233733418,0.9739885654431982,0.9640589226316472
194,980.png,0.9509433962264152,0.9064748201438849,0.9701636188642926,0.9324699352451434
195,1258.png,0.9309153713298791,0.8707592891760905,0.9261168384879725,0.9357638888888888
196,2405.png,0.9599203385611151,0.922929631402585,0.9762025316455696,0.9441723800195886
197,3566.png,0.9269695227142035,0.8638799571275455,0.9204415683288922,0.9335907335907336
198,567.png,0.9386554621848741,0.8844022169437846,0.9096091205211726,0.9696180555555556
199,3138.png,0.9459308807134894,0.8974087784241143,0.975848188614146,0.9177934018388318
200,3326.png,0.9290067032297379,0.867425320056899,0.8936107854630715,0.9673223350253807
201,1137.png,0.9517699115044248,0.9079780498100465,0.953880266075388,0.9496688741721855
202,3576.png,0.8663844667341493,0.764266580079552,0.7899152613474285,0.9592460519612838
203,891.png,0.8894566178638106,0.8009201911166165,0.9427202666111227,0.8418898809523809
204,136.png,0.8743922204213938,0.7768178545716342,0.9963065558633426,0.7790613718411552
205,248.png,0.9473222124670764,0.8999165971643036,0.9167374681393373,0.9800181653042689
206,301.png,0.9376693766937669,0.8826530612244898,0.9807256235827665,0.8982346832814122
207,1516.png,0.579047619047619,0.4075067024128686,0.41503885738290275,0.9573643410852714
208,1960.png,0.9638337468982631,0.9301921810453212,0.9682786987411193,0.9594294183030753
209,77.png,0.9598488427019368,0.9227974568574023,0.9530956848030019,0.966698382492864
210,608.png,0.9470284237726099,0.8993865030674847,0.9220125786163522,0.9734395750332006
211,2491.png,0.9558912386706949,0.9155092592592593,0.9679393049437103,0.9441394127476724
212,3247.png,0.9600908316775476,0.923244895730975,0.9647461494580719,0.9554802259887005
213,3380.png,0.9164086687306501,0.8457142857142858,0.9073205914172376,0.9256806475349522
214,85.png,0.4408271908271908,0.28273145108338804,0.28273145108338804,1.0
215,2376.png,0.9284507388405887,0.8664564220183486,0.8886732533521524,0.9719560043738342
216,147.png,0.9597791209611223,0.9226685796269728,0.9958191390523382,0.9262566613855682
217,1962.png,0.9762204328132863,0.9535455327516283,0.967818385929899,0.9847696408173626
218,1310.png,0.9679978841576302,0.9379805228088159,0.9586170770036668,0.9775641025641025
219,3935.png,0.7625178826895566,0.6161849710982659,0.9925512104283054,0.6190476190476191
220,2729.png,0.8832836505388673,0.790965092402464,0.837391304347826,0.9344978165938864
221,2209.png,0.9850785113212457,0.9705957774168732,0.9891114982578397,0.981078278900985
222,3045.png,0.8465508162190626,0.7339298758217677,0.8754084077543018,0.8195350734094616
223,2424.png,0.0,0.0,0.0,0.0
224,3268.png,0.7408585055643879,0.5883838383838383,0.9957264957264957,0.589873417721519
225,549.png,0.9071960297766751,0.8301544050862852,0.9907859078590786,0.8366132723112129
226,2683.png,0.968025510643799,0.9380324035410055,0.9649484536082474,0.9711222548850078
227,350.png,0.959681793527391,0.9224887035106013,0.9266759776536313,0.9951256092988376
228,2294.png,0.9583333333333335,0.92,0.9676375404530745,0.9492063492063492
229,3369.png,0.4562958435207824,0.29558503266679864,0.9777341191879503,0.29758820011959336
230,349.png,0.959681793527391,0.9224887035106013,0.9266759776536313,0.9951256092988376
231,88.png,0.0,0.0,0.0,0.0
232,415.png,0.9625973456180761,0.9278917318672024,0.9796829649475329,0.9460974557999138
233,3290.png,0.8559149513684686,0.7481217872676947,0.9952656496580747,0.7507936507936508
234,1140.png,0.9439312567132117,0.8938161106590724,0.9734160389898094,0.9161801501251042
235,171.png,0.9510328997704667,0.9066374908825675,0.9328330206378986,0.9699570815450643
236,2999.png,0.8938229870928088,0.8080288929017919,0.853934233705226,0.9376208897485493
237,1433.png,0.9612483745123537,0.9253880821231848,0.9672860507720492,0.9552856035151202
238,3891.png,0.832,0.7123287671232876,0.737281067556297,0.9546436285097192
239,3742.png,0.8361657225369321,0.7184577209391105,0.7412367073651044,0.9589808917197452
240,3652.png,0.8127505622372151,0.6845659693625432,0.6995455310553779,0.9696686887540831
241,2386.png,0.7057830308146897,0.5453359425962165,0.5558510638297872,0.9664739884393063
242,3137.png,0.9647127442403033,0.931830985915493,0.9533141210374639,0.9763872491145218
243,719.png,0.9522869364922671,0.9089195979899497,0.9112090680100756,0.9972432804962095
244,1552.png,0.9407918634217217,0.8882030178326474,0.9515062454077884,0.930316091954023
245,3176.png,0.9494293093393318,0.9037272006344171,0.9600134786027182,0.9390759764873922
246,1668.png,0.938617361158317,0.884334571538363,0.9869907076483202,0.8947641264904095
247,2586.png,0.937940643723004,0.8831339210747271,0.9279333921482135,0.9481660938644431
248,252.png,0.9237933954276036,0.8583792289535799,0.9168067226890756,0.9308873720136519
249,1418.png,0.9485144618613498,0.9020708582834331,0.9185721544715447,0.9804745762711864
250,1858.png,0.8418708240534523,0.7269230769230769,0.8790697674418605,0.8076923076923077
251,3342.png,0.9505882352941176,0.905829596412556,0.9160997732426304,0.9877750611246944
252,2617.png,0.9678850302312156,0.9377686193700324,0.9816344139036115,0.954515491100857
253,2609.png,0.9453881568502938,0.8964323347884992,0.9465903671912256,0.9441889963532583
254,3257.png,0.9176592439150699,0.8478468899521531,0.8752057951926243,0.9644412191582002
255,3929.png,0.9413105413105414,0.8891280947255114,0.9604651162790697,0.9229050279329609
256,2624.png,0.9774121808097318,0.9558222408552562,0.9641592218639319,0.9910345577048467
257,1843.png,0.6741472172351886,0.5084631008801624,0.5226165622825331,0.9494310998735778
258,3695.png,0.9731749632990792,0.9477514946711724,0.9689077863406856,0.9774798927613941
259,801.png,0.4982290436835891,0.33176100628930816,0.7757352941176471,0.36695652173913046
260,2555.png,0.9060246190553658,0.8281947060573015,0.8574361079749564,0.9604506783168545
261,854.png,0.9658437605681434,0.933943754087639,0.9539078156312625,0.9780821917808219
262,1166.png,0.9470588235294118,0.8994413407821229,0.9130434782608695,0.9837067209775967
263,1796.png,0.9622691643417032,0.927282038151325,0.966635526491392,0.9579420711546092
264,2065.png,0.0,0.0,0.0,0.0
265,1075.png,0.9226130653266332,0.8563432835820896,0.9161676646706587,0.9291497975708503
266,1278.png,0.9120567375886525,0.8383311603650587,0.9462840323767476,0.8802190280629706
267,3814.png,0.8975409836065575,0.8141263940520446,0.8975409836065574,0.8975409836065574
268,3915.png,0.9558107845045747,0.9153616703952274,0.9537684537684538,0.9578618806086617
269,908.png,0.9446647780925401,0.8951324266284896,0.9788649706457926,0.9127737226277373
270,3653.png,0.746825521241574,0.5959469602201651,0.8016153457849571,0.699046221570066
271,395.png,0.9036527936871579,0.8242396099373114,0.8527504203699255,0.961017866811045
272,3885.png,0.7047619047619048,0.5441176470588235,0.5441176470588235,1.0
273,525.png,0.9390464695232347,0.8850967007963595,0.9843947701391818,0.8976923076923077
274,2961.png,0.5687034277198212,0.3973344439816743,0.4462809917355372,0.7836801752464403
275,2517.png,0.9021355305195898,0.8217184867514168,0.9777656278476399,0.8373653816138599
276,2841.png,0.8852577505872635,0.7941367173027047,0.9039962041332771,0.867280360123413
277,2273.png,0.7601010101010102,0.6130346232179226,0.9709677419354839,0.6244813278008299
278,1591.png,0.9613763440860216,0.9256253105847275,0.9375838926174497,0.9864077669902913
279,2731.png,0.5439093484419263,0.3735408560311284,0.6906474820143885,0.4485981308411215
280,2753.png,0.88360366417346,0.791478470340259,0.8005786948907333,0.985841537740272
281,2319.png,0.5072463768115942,0.33980582524271846,0.8718861209964412,0.35766423357664234
282,1497.png,0.9656006449879065,0.9334892179786958,0.9713436063801028,0.9599251936948971
283,1099.png,0.955137481910275,0.9141274238227147,0.9269662921348315,0.9850746268656716
284,2944.png,0.6629415286369985,0.49582089552238806,0.9286246738725308,0.5154649839660701
285,1303.png,0.9808522114347358,0.9624239216724001,0.9759828257077687,0.9857704295975065
286,2174.png,0.9773499433748585,0.955703211517165,0.9773499433748585,0.9773499433748585
287,2726.png,0.929090132422042,0.8675708017550857,0.9485390318360227,0.9104227710339055
288,375.png,0.9704722684657846,0.9426382978723404,0.9741424802110817,0.9668296089385475
289,479.png,0.9499389499389499,0.9046511627906977,0.9773869346733668,0.9239904988123515
290,2782.png,0.911534795042898,0.837449640917849,0.8466442358774571,0.9871980177575883
291,3075.png,0.8419527078565981,0.7270451850876037,0.847902903671839,0.8360854415997576
292,2265.png,0.5954825462012321,0.4239766081871345,0.7279116465863453,0.5038220986796387
293,2812.png,0.0,0.0,0.0,0.0
294,237.png,0.9332606919095613,0.8748723186925434,0.9011046817464492,0.9677966101694915
295,1828.png,0.0,0.0,0.0,0.0
296,329.png,0.9018302828618969,0.8212121212121212,0.9230245231607629,0.8815875081327261
297,1032.png,0.9524820812317494,0.9092752154080082,0.9417322834645669,0.9634801288936627
298,504.png,0.51335656213705,0.3453125,0.6038251366120219,0.44646464646464645
299,1508.png,0.9149855907780979,0.8432934926958832,0.853781512605042,0.9856422196352348
300,2633.png,0.8332132564841497,0.7141092929916641,0.7408712363869314,0.9518518518518518
301,1656.png,0.9009956791283111,0.8198290598290598,0.8747036293999635,0.9289172961456518
302,1726.png,0.9563314955806423,0.9163172899547207,0.9522481700941094,0.9604499912111092
303,3169.png,0.9560058415480103,0.915719531386606,0.9432636887608069,0.9690969652109549
304,331.png,0.9590100541376643,0.9212481426448736,0.9575289575289575,0.9604957397366383
305,3044.png,0.9556197198160624,0.915011263567479,0.9732084513177957,0.938655462184874
306,2486.png,0.9746203562608377,0.9504970790201906,0.9840831918505942,0.9653377745393984
307,1471.png,0.8872053872053872,0.7972768532526475,0.808282208588957,0.9832089552238806
308,3638.png,0.7583262169086251,0.6107290233837689,0.6295321045169131,0.9533742331288344
309,806.png,0.9398305084745762,0.8864908073541167,0.9001623376623377,0.9831560283687943
310,394.png,0.8960756742937492,0.8117183881426586,0.8427506612166387,0.9566048034934498
311,3540.png,0.9333333333333332,0.875,0.8838383838383839,0.9887005649717514
